0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
1.0,0.73254895,0.69259715,0.7558285,0.71526945,0.7334683,0.6864108,0.7542404,0.72816086,0.677474,0.51419026,0.5169431,0.53448427,0.60318935,0.46953866,0.47814816,0.4839596,0.50268507,0.48560324,0.47623834,0.35696918,0.23499519,0.18172172,0.1980465,0.20123686,0.11155358,0.1376445,0.17717926,0.28057554,0.16228728,0.18932088,0.30760074,0.46392643,0.19996564,0.24775937,0.27850834,0.29001772,0.2917793,0.2563897,0.39741388,0.5476819,0.24391896,0.28769413,0.30807135,0.4420585,0.29685044,0.21334122,0.2525525,0.30722716,0.21294008,0.34826085,0.52287513,0.3206657,0.2516618,0.16660234,0.3856664,0.23066181,0.28065154,0.18928802,0.398389,0.570349,0.35764483,0.30851728,0.26655293,0.316732,0.17878892,0.2660383,0.22270201,0.15708327,0.14240584,0.31750175,0.55494434,0.3228576,0.29086506,0.1470142,0.11114294,0.19257526,0.22721408,0.08156473,0.30345544,0.20028642,0.2322666,0.29184562,0.19686592,0.3178225,0.23946741,0.21129172,0.22281225,0.31002465,0.2977337,0.5032451,0.5278696,0.6115063,0.65281755,0.6569366,0.62858063,0.6683442,0.6411929,0.63404226,0.5597524,0.23972003,0.24976227,0.33593136,0.25625047,0.35061204,0.19130325,0.4328521,0.31284797,0.34330532,0.37246904,0.5416836,0.5623821,0.5027829,0.5436039,0.5635711,0.5158363,0.51974946,0.50511897,0.529096,0.56117404,0.37240437,0.42661402,0.3877113,0.34058428,0.16820638,0.367891,0.16587129,0.24253991,0.19463065,0.39613706,0.22724253,0.18927419,0.16195594,0.24703822,0.29789677,0.21196069,0.27859414,0.2094827,0.3184701,0.24409072,0.26067436,0.3510028,0.22613513,0.28492504,0.3642311,0.4987425,0.3748769,0.2777186,0.257018,0.36623347,0.2681409,0.2538932,0.25935245,0.3527987,0.23954274,0.24363692,0.3320633,0.29019517,0.29924288,0.31695524,0.2672104,0.22282255,0.20254019,0.20367779,0.25922757,0.21555844,0.19375867,0.20631623,0.26267123,0.24206942,0.19902733,0.229011,0.20260689,0.292358,0.23229556,0.22322294,0.18531775,0.19897123,0.15616821,0.31201828,0.24787533,0.3074051,0.1215337,0.318127,0.29205284,0.15765055,0.232028,0.3191168,0.18284567,0.18013413,0.2045086,0.22445272,0.26425803,0.28226337,0.3087123,0.26284444,0.3232013,0.2683571,0.30679634,0.33818525,0.23963389,0.317428
0.73254895,1.0,0.78348947,0.86293167,0.81594205,0.8108569,0.74848914,0.7727852,0.7594099,0.71733826,0.58314914,0.67185014,0.5409617,0.6222882,0.5344997,0.56352615,0.51613677,0.54044837,0.51830566,0.54381174,0.43168366,0.30160415,0.15348189,0.26868758,0.2251708,0.11281894,0.051196594,0.26675326,0.3709733,0.031038882,0.10132549,0.47750807,0.5815425,0.30154243,0.31205317,0.3416978,0.3581479,0.29282996,0.38350558,0.4890436,0.5872351,0.2703569,0.3714489,0.3529657,0.4798745,0.36775178,0.3068345,0.32225972,0.32475019,0.34819663,0.3451099,0.60483515,0.35768786,0.3068367,0.27770573,0.5576322,0.35540482,0.39656132,0.27743423,0.60267115,0.6251206,0.43644354,0.32834822,0.2847417,0.29734227,0.17625715,0.29477,0.30391222,0.22617865,0.22016953,0.44046494,0.6300661,0.44672972,0.4041648,0.24148831,0.19371247,0.1593856,0.3376309,0.1402553,0.3205969,0.28408927,0.3450343,0.34237933,0.3966586,0.4459037,0.39670968,0.2669533,0.34506354,0.394728,0.35841805,0.5936593,0.5414929,0.7981804,0.68166834,0.60470057,0.7369642,0.7543108,0.6711625,0.6498655,0.60993713,0.3775019,0.31528166,0.48910108,0.3348946,0.42992517,0.2902246,0.58353466,0.4701375,0.42905274,0.44270146,0.66117215,0.67854905,0.65387946,0.69468683,0.6042585,0.71108615,0.6521215,0.59497756,0.7255087,0.75985104,0.5321773,0.55222505,0.5281953,0.3671308,0.24980271,0.44842196,0.26016656,0.34316325,0.2940612,0.4922142,0.29191855,0.28776368,0.2251676,0.2561439,0.35734475,0.27365366,0.22852664,0.17711161,0.20641027,0.2516672,0.3778597,0.44831488,0.25159657,0.30673248,0.51329714,0.4177683,0.3750356,0.29377016,0.31483117,0.43922937,0.42819884,0.36237094,0.38599074,0.494107,0.35834903,0.32345715,0.37219924,0.39010155,0.41080773,0.39798418,0.36113477,0.25422767,0.17210534,0.19397917,0.2913655,0.2594232,0.23832023,0.21623302,0.2711283,0.29007092,0.19680569,0.30206397,0.3658523,0.28784025,0.3380415,0.27550125,0.26898396,0.37995088,0.27977374,0.4425083,0.29282957,0.35467583,0.06798622,0.3960077,0.31014535,0.14761676,0.22190417,0.28183937,0.13907388,0.30252442,0.21229525,0.19462319,0.20333132,0.33119816,0.31068635,0.22177349,0.28880095,0.2105585,0.39082575,0.37535474,0.21141648,0.21467382
0.69259715,0.78348947,1.0000002,0.75592226,0.70459056,0.8118743,0.6657908,0.7157871,0.6774861,0.6360442,0.55793726,0.5546134,0.48268753,0.6038014,0.4710535,0.58506006,0.50188494,0.47863784,0.48219648,0.45575288,0.37565792,0.16970026,0.09648318,0.21114883,0.14664955,0.0875373,0.054807782,0.19481675,0.22702797,0.034308117,0.17382978,0.29586974,0.5254183,0.19223338,0.30496398,0.2793376,0.28803432,0.17342076,0.2614573,0.37371504,0.52915573,0.2035987,0.44776803,0.27738383,0.46373695,0.29185754,0.21566361,0.20150319,0.2605134,0.27941138,0.36385056,0.5448559,0.30689618,0.22090627,0.17838229,0.44787547,0.226459,0.28430074,0.17468517,0.4673282,0.53358597,0.31188512,0.27157745,0.2214661,0.2895045,0.18282056,0.1873135,0.19738497,0.18994096,0.1536388,0.33366477,0.5449658,0.32404357,0.33064228,0.2013349,0.10784872,0.09056757,0.22971341,0.123475455,0.21166678,0.17161715,0.2866901,0.3644804,0.27019367,0.39051005,0.24603957,0.21664253,0.29140407,0.30319872,0.22074638,0.5163242,0.5538955,0.62265885,0.5826388,0.69711304,0.6188865,0.6496929,0.5903083,0.5893496,0.5150288,0.2506133,0.20994154,0.32709816,0.21471655,0.3297787,0.1743289,0.46706408,0.38560435,0.36450818,0.3332966,0.55235726,0.5703834,0.54865974,0.6182776,0.5473234,0.600553,0.5766513,0.5711527,0.5991418,0.6142548,0.42454055,0.41901705,0.42875305,0.2913584,0.16252005,0.35431886,0.18078539,0.22301228,0.18302016,0.4122649,0.2098203,0.20081082,0.28419837,0.184317,0.27730405,0.1736783,0.20687306,0.14971335,0.17918205,0.1935845,0.28623858,0.3492541,0.23568502,0.2349678,0.40069085,0.33515418,0.35954878,0.28233534,0.24934384,0.4483808,0.34091723,0.34334883,0.32894188,0.40499705,0.33334705,0.31953967,0.35183635,0.37535226,0.43365836,0.36558634,0.33493575,0.21253633,0.14849624,0.20704667,0.26494452,0.19736376,0.19928356,0.25118825,0.21157537,0.2151641,0.14180207,0.22298454,0.2642389,0.29278266,0.31695348,0.21350995,0.20658164,0.29213443,0.2841243,0.32252932,0.25403368,0.26997644,0.06357066,0.30242106,0.19583729,0.13303588,0.17023823,0.2090649,0.19336548,0.17978135,0.15042563,0.1940146,0.19180769,0.31696188,0.25091702,0.35957026,0.28995353,0.208613,0.31800145,0.34686005,0.22389694,0.37761647
0.7558285,0.86293167,0.75592226,1.0000002,0.8335458,0.84880924,0.7420707,0.8048438,0.780738,0.7634804,0.56792,0.6052775,0.55211264,0.6131412,0.5270196,0.5318468,0.51085865,0.5510971,0.5168538,0.5284795,0.43669105,0.3394159,0.18190446,0.22777618,0.1930387,0.18922631,0.09886054,0.29400927,0.31086853,0.06700536,0.1256125,0.34103847,0.5539738,0.28712448,0.2622552,0.3311983,0.39211684,0.25229567,0.3005351,0.44790614,0.5435409,0.23568791,0.3045254,0.30922383,0.49669585,0.33915177,0.23896538,0.296345,0.28898567,0.31312436,0.26311716,0.5815295,0.35042292,0.24478978,0.30454433,0.51060176,0.27461818,0.31562486,0.25454375,0.49884906,0.54907626,0.42393452,0.33815727,0.31248668,0.28486022,0.16289681,0.28886047,0.26070473,0.20704742,0.18716861,0.3516594,0.5881327,0.3616458,0.36307433,0.23914069,0.17011064,0.14527489,0.27787536,0.16125144,0.31611127,0.24162127,0.2844518,0.34204623,0.3697233,0.37009522,0.27203864,0.27861634,0.35044304,0.35386428,0.32947433,0.6304812,0.5978201,0.72953373,0.7084302,0.64548117,0.71265566,0.7647652,0.6903469,0.69936836,0.6454918,0.32708558,0.33000025,0.3953531,0.28065062,0.42138886,0.29508594,0.5528325,0.48249584,0.40945932,0.4167324,0.594536,0.59858894,0.6073986,0.6362085,0.56933755,0.6215084,0.5587681,0.55706424,0.64314705,0.6544262,0.48587948,0.4982795,0.44362694,0.30933475,0.21739538,0.3912273,0.2613338,0.3161209,0.2666404,0.45613426,0.31241947,0.29309022,0.14204365,0.26265076,0.31659788,0.20143035,0.28533375,0.23346871,0.16723059,0.20951135,0.34243688,0.4432468,0.23176605,0.29153457,0.41509712,0.35639167,0.356743,0.2628303,0.31645477,0.44122952,0.40597677,0.34806052,0.38737392,0.47615576,0.3095175,0.3261612,0.3646747,0.37614742,0.38487267,0.3944972,0.36554858,0.2519047,0.14764535,0.20993333,0.27891546,0.24368128,0.21679428,0.19980112,0.2429859,0.31067315,0.20370863,0.27906218,0.3101992,0.30899414,0.32739004,0.2618917,0.2690564,0.3560185,0.26640397,0.36581674,0.2892489,0.31534383,0.10538492,0.3536697,0.32589293,0.14751644,0.24099761,0.27843937,0.17067619,0.2365211,0.26769367,0.22525537,0.22,0.28254467,0.28566146,0.16354097,0.277278,0.17363936,0.34698516,0.31712717,0.1897498,0.16451195
0.71526945,0.81594205,0.70459056,0.8335458,1.0,0.770029,0.7577838,0.82170063,0.7836952,0.7603392,0.6159305,0.6071293,0.53687036,0.58476996,0.58775085,0.53406173,0.55507743,0.5547937,0.5544957,0.589654,0.41402388,0.22423401,0.12134861,0.23943007,0.15341349,0.067204684,0.04657578,0.19717555,0.28669125,-0.025844248,0.032232493,0.32818863,0.5012246,0.29978046,0.3120379,0.2714909,0.3380976,0.23545691,0.26632872,0.42928705,0.5031756,0.2850678,0.31898645,0.32787508,0.43901405,0.32609454,0.24809305,0.2834644,0.2520016,0.32907683,0.29696736,0.5516048,0.30533263,0.22491367,0.24577062,0.4864513,0.26418778,0.3073043,0.18409611,0.5017178,0.50548905,0.4546166,0.32407263,0.20353593,0.2934382,0.16902189,0.31422973,0.22012673,0.19963664,0.15736397,0.3234286,0.50103956,0.32049817,0.40132168,0.14626515,0.21348996,0.088651806,0.285934,0.06680132,0.2764687,0.21946093,0.24970686,0.31876576,0.29700625,0.3547527,0.24039987,0.24186547,0.25493073,0.30550534,0.29394075,0.58853644,0.56322324,0.637166,0.6605584,0.5596722,0.67925364,0.7079036,0.5616197,0.68596625,0.60662955,0.2979062,0.2575761,0.39538312,0.27197817,0.42157868,0.28119904,0.50604296,0.3746334,0.40893543,0.45351508,0.54868037,0.5613033,0.5790328,0.5609904,0.5394783,0.5641314,0.5252097,0.4738478,0.5887158,0.5763086,0.47955838,0.5418906,0.39152578,0.31853616,0.19423828,0.40439376,0.1634314,0.28219324,0.26340035,0.4212411,0.2264069,0.28018528,0.18470106,0.27332172,0.22827952,0.17041115,0.1761973,0.19344339,0.10392908,0.1725872,0.2969421,0.42109346,0.18666556,0.25952983,0.336578,0.3847896,0.28463387,0.18585376,0.33016258,0.32728395,0.34087235,0.3008799,0.31705746,0.39963087,0.2979243,0.32244647,0.30663535,0.3439148,0.31864214,0.36991006,0.3401615,0.26921803,0.20406011,0.20546111,0.29218575,0.28161564,0.20022681,0.22053415,0.2548961,0.27712795,0.2080745,0.2683634,0.2814834,0.25679317,0.2854964,0.25805533,0.29911533,0.34255433,0.22817777,0.30908504,0.23094465,0.27605698,0.040724803,0.26430193,0.23077534,0.11910272,0.1917484,0.25889507,0.1200635,0.18278363,0.17190588,0.18406992,0.19724506,0.32813287,0.23131889,0.1848989,0.29488906,0.21550605,0.2665196,0.26675093,0.23561084,0.17204353
0.7334683,0.8108569,0.8118743,0.84880924,0.770029,1.0000001,0.7167192,0.7751084,0.74003494,0.7087254,0.5841839,0.613823,0.5578744,0.7124034,0.5304482,0.6185938,0.5418813,0.5653188,0.5217693,0.5331354,0.399063,0.24496849,0.15149298,0.22122832,0.23300417,0.16622081,0.008704928,0.22916974,0.30729935,0.024680328,0.146358,0.33851466,0.518173,0.25146914,0.2779284,0.2779695,0.3388871,0.22141734,0.2877718,0.40793467,0.52429926,0.2532119,0.41133714,0.31129336,0.47566003,0.33694142,0.24944714,0.2673152,0.2611116,0.27825963,0.26810536,0.54451036,0.30204424,0.24814722,0.17631409,0.51288664,0.27456293,0.33128613,0.23330116,0.47965077,0.5201459,0.39876422,0.32213548,0.302502,0.28706968,0.13910538,0.2631579,0.23990203,0.1959161,0.17585015,0.31765866,0.57139355,0.3271365,0.36574063,0.21566914,0.17754549,0.10265894,0.28205466,0.109597005,0.26589876,0.22770408,0.36432025,0.33071098,0.29192355,0.3507048,0.26656657,0.2359974,0.24705487,0.28247374,0.26574746,0.5359712,0.58830357,0.6697837,0.6588365,0.69227326,0.66227573,0.71110183,0.63224065,0.647933,0.6047836,0.29607895,0.2836964,0.3458392,0.30285197,0.3619067,0.24296106,0.50614417,0.40879753,0.3981712,0.37809098,0.5651281,0.5546452,0.5606674,0.6390754,0.53722703,0.59458995,0.5381316,0.52295,0.61855555,0.6232372,0.4248099,0.48945376,0.45914853,0.26175737,0.19788088,0.36804834,0.21561755,0.2860871,0.24633117,0.38454527,0.27679583,0.27244967,0.22272287,0.23325151,0.34085196,0.23753068,0.34175873,0.19344364,0.20479424,0.25654012,0.35047698,0.37647688,0.29247987,0.24892879,0.42778006,0.3462455,0.40638828,0.26507652,0.26594085,0.449339,0.3770145,0.35448104,0.3670799,0.44317955,0.3127151,0.31379262,0.3553529,0.46411148,0.40657514,0.37061614,0.41662124,0.3330362,0.18045405,0.24711785,0.3601659,0.25296763,0.26430333,0.32152814,0.25232288,0.27969366,0.19616243,0.27616516,0.30303544,0.35631135,0.32210428,0.23710482,0.2320818,0.34158745,0.21071899,0.4024281,0.31060964,0.36045778,0.09640824,0.38366035,0.25656307,0.11836537,0.21109316,0.2612327,0.1787827,0.21872099,0.20598409,0.2158898,0.22932407,0.28036404,0.27725774,0.23413235,0.29604292,0.19172579,0.34698486,0.33474904,0.21392623,0.28158274
0.6864108,0.74848914,0.6657908,0.7420707,0.7577838,0.7167192,1.0,0.76447,0.73262274,0.75065374,0.61305165,0.59561217,0.5632262,0.5536135,0.6455374,0.5763112,0.6117524,0.56121796,0.5970994,0.5625417,0.42282248,0.17806624,0.084976256,0.33752224,0.25027022,0.1140445,-0.0074809054,0.18631957,0.32175782,-0.054847028,0.0012150131,0.30297104,0.49775702,0.22779536,0.3713784,0.21885552,0.30309278,0.22082716,0.18833084,0.4603533,0.4930619,0.3086827,0.30906907,0.35848227,0.46612513,0.32149968,0.35816655,0.21442707,0.28321156,0.33725065,0.3680747,0.5126468,0.27729392,0.2084958,0.1740799,0.4499907,0.2848828,0.3396475,0.27195132,0.5114334,0.4659964,0.40796974,0.28112784,0.26136568,0.3030444,0.16673563,0.22879614,0.23992217,0.2336688,0.19429031,0.32749027,0.4933694,0.34333465,0.48506045,0.10405114,0.25375038,0.1849788,0.27749723,0.050901864,0.23773591,0.2226032,0.30033466,0.30816004,0.28316116,0.4195835,0.27475458,0.26635164,0.26282853,0.35610646,0.25080916,0.53119814,0.6434081,0.6022952,0.6226762,0.5265848,0.7588342,0.67757326,0.5592276,0.73206824,0.5997724,0.27989024,0.2094127,0.37278658,0.2988884,0.38913792,0.26921102,0.47539663,0.35804662,0.41233975,0.42291936,0.5345508,0.6161199,0.52518797,0.5338879,0.57341546,0.54258174,0.5547578,0.5535463,0.5625893,0.5597023,0.47164208,0.5302371,0.4234163,0.4110262,0.24166009,0.4917679,0.17891039,0.20497282,0.23113634,0.40124777,0.21575812,0.21215302,0.22067584,0.29572403,0.26818937,0.30740923,0.106075376,0.14854826,0.20358825,0.20363021,0.24452803,0.44965687,0.21662198,0.3385752,0.32246146,0.43871275,0.3402163,0.21842866,0.2626138,0.24127889,0.30843505,0.31171218,0.31461906,0.37811202,0.42821023,0.31738135,0.31610337,0.39997485,0.30049187,0.4207407,0.37832174,0.33729124,0.29317603,0.24923651,0.4070378,0.29636213,0.24853674,0.2598187,0.28343117,0.29354563,0.2591534,0.28955182,0.3330171,0.25102967,0.24557212,0.25526994,0.3012797,0.28265017,0.22720926,0.21893011,0.27268425,0.1982346,0.11637059,0.29569882,0.21950029,0.16872053,0.15554401,0.30221382,0.16948514,0.19766591,0.14218648,0.3034866,0.21903697,0.28503382,0.21085359,0.19935408,0.3081687,0.24389118,0.29345322,0.28483224,0.32868117,0.19305345
0.7542404,0.7727852,0.7157871,0.8048438,0.82170063,0.7751084,0.76447,1.0,0.766324,0.70101416,0.58297396,0.5617146,0.5187499,0.5685777,0.5316153,0.5072054,0.5550579,0.5409448,0.5210348,0.5184595,0.44447207,0.18531786,0.09916341,0.13793236,0.18476476,0.033562355,0.016902754,0.1748065,0.27412552,-0.01888115,0.0072689513,0.27688742,0.52220905,0.25064942,0.27739495,0.29415128,0.3853799,0.23129812,0.20599687,0.44790435,0.49212503,0.23439693,0.3143208,0.301869,0.43546396,0.2823064,0.24941133,0.20872529,0.26291966,0.2691801,0.30515894,0.5610455,0.34009302,0.19739181,0.12418297,0.45690107,0.22081171,0.28053588,0.1838006,0.45105273,0.4880768,0.3679207,0.25214285,0.2469506,0.27086744,0.1439113,0.2745834,0.20985809,0.18088092,0.14818658,0.3307165,0.4836073,0.31403553,0.37124172,0.11113404,0.12473793,0.10912208,0.24276152,0.06414797,0.18811716,0.18528943,0.27587476,0.3161597,0.23893619,0.34338248,0.22817463,0.21730189,0.2766269,0.31916535,0.2376629,0.57783973,0.5855296,0.631046,0.6280253,0.5711863,0.6898737,0.6937108,0.57676864,0.67928433,0.6043367,0.23196957,0.218283,0.37752658,0.27573863,0.36749026,0.22007652,0.48249638,0.3461632,0.36314842,0.45443493,0.5463299,0.5660777,0.50575185,0.52525216,0.5094359,0.5397194,0.5250671,0.48045057,0.56402004,0.5502533,0.39736298,0.497425,0.31484193,0.30306175,0.14376888,0.3132409,0.10386662,0.20581314,0.14015764,0.37206578,0.17628644,0.23557988,0.14882474,0.2398175,0.2439238,0.16569757,0.13919026,0.16243254,0.12750332,0.1701279,0.29547492,0.41475776,0.19988851,0.28618604,0.29574692,0.4361571,0.36396515,0.25163463,0.25465545,0.2544803,0.30662555,0.28380555,0.30529103,0.36220905,0.3107801,0.2677628,0.28886896,0.37232015,0.29183823,0.36609995,0.2867101,0.21482277,0.19035971,0.19643623,0.2602207,0.21370795,0.21114081,0.20680575,0.23757778,0.24693057,0.23171674,0.24236642,0.22407375,0.2897574,0.2707284,0.26907337,0.25970554,0.3026523,0.2412946,0.2625362,0.23130861,0.28387424,0.03957471,0.24527438,0.15246992,0.09433094,0.13405524,0.28943288,0.10335236,0.19280568,0.16439554,0.20331095,0.21406914,0.28775412,0.20307371,0.2176129,0.3134411,0.20555227,0.2749914,0.30476046,0.21412939,0.203939
0.72816086,0.7594099,0.6774861,0.780738,0.7836952,0.74003494,0.73262274,0.766324,1.0000001,0.7116556,0.59164625,0.60918933,0.55067784,0.63806087,0.65039533,0.5534388,0.58133554,0.5806183,0.5550284,0.73844457,0.3655251,0.19815779,0.09962328,0.21545559,0.14980203,0.12502548,0.072887585,0.22578602,0.25475252,0.047125448,0.101872355,0.26581055,0.48117375,0.24532378,0.4355511,0.23526652,0.30694383,0.27482152,0.24820492,0.3966682,0.56309694,0.3431475,0.30824247,0.30786085,0.46875328,0.28601724,0.2659171,0.2355697,0.27887347,0.38893777,0.2709649,0.53755546,0.2806926,0.23454927,0.20666459,0.44147146,0.23077235,0.26880404,0.21168838,0.4918462,0.65051657,0.56392896,0.49472886,0.36035496,0.45516858,0.24574184,0.35258317,0.28231317,0.33911347,0.30095512,0.32442397,0.5515128,0.34109208,0.36869088,0.09514701,0.12853897,0.023294732,0.27942032,0.020839348,0.2840929,0.19443716,0.30378512,0.29307944,0.3093757,0.3457488,0.20431642,0.29472736,0.23070137,0.27263337,0.26050442,0.5399243,0.5450238,0.58281726,0.6634891,0.58678424,0.6707299,0.7453054,0.5837637,0.6216854,0.5730207,0.2668683,0.23003404,0.38002348,0.2821453,0.4061886,0.2518182,0.51596093,0.39511156,0.41597247,0.45091125,0.5564126,0.53499794,0.56009793,0.530928,0.60508204,0.54199886,0.5305458,0.47769186,0.5750613,0.56640965,0.49510425,0.4761807,0.38331228,0.27805054,0.18053992,0.3919151,0.20586191,0.22019315,0.22761871,0.43296233,0.21473788,0.21553089,0.17465565,0.20086603,0.22718884,0.20849572,0.16426034,0.15444143,0.22620475,0.15026584,0.32214743,0.40678576,0.19699988,0.23979397,0.31031173,0.36380172,0.2994723,0.18990584,0.2453401,0.31506032,0.30990368,0.27827367,0.3138762,0.39846665,0.3040107,0.2665223,0.29427052,0.3490245,0.2988749,0.35955605,0.32912344,0.2554144,0.22477204,0.19341427,0.28995252,0.2367887,0.22567116,0.22012421,0.2394652,0.25574458,0.20448749,0.24935126,0.23077595,0.27030125,0.27701548,0.23309882,0.23790267,0.27630907,0.19942543,0.2640019,0.19999604,0.22566351,0.10224739,0.2608286,0.22610985,0.19149598,0.11347521,0.28192106,0.1927938,0.09859892,0.16561872,0.19897832,0.25597966,0.3395849,0.21253657,0.20532787,0.26570064,0.37259707,0.26624063,0.26104987,0.2379688,0.18850443
0.677474,0.71733826,0.6360442,0.7634804,0.7603392,0.7087254,0.75065374,0.70101416,0.7116556,1.0000001,0.63959736,0.5780838,0.5718924,0.5866896,0.5810863,0.5486351,0.51514184,0.586919,0.5339362,0.5439808,0.40886956,0.2600269,0.19836971,0.28655854,0.26094595,0.088330515,-0.0059918375,0.17678641,0.31826308,-0.0049838433,0.05463597,0.3206607,0.44897133,0.22912803,0.36695373,0.21406811,0.22950594,0.21380678,0.19247127,0.4344897,0.4750867,0.37311715,0.2603509,0.34640983,0.5249797,0.37896538,0.23768693,0.2968817,0.29726684,0.23685193,0.34794784,0.5119965,0.24413836,0.16685635,0.29097003,0.45078808,0.22831148,0.3415183,0.1563884,0.48587507,0.5160992,0.50534064,0.30389175,0.24939111,0.34989676,0.18215092,0.26413593,0.21719775,0.14462735,0.10427096,0.24941419,0.48785323,0.26744014,0.5039535,0.05698137,0.331014,0.15299162,0.24605247,-0.019888293,0.27644038,0.22788128,0.27277339,0.34637177,0.24528384,0.35204774,0.25119472,0.20123884,0.23522528,0.29848063,0.28416562,0.49487406,0.510356,0.5681795,0.7246111,0.51500064,0.6249577,0.61481965,0.5095773,0.6084301,0.6931512,0.25918424,0.26618496,0.3763382,0.32143041,0.4556095,0.26087546,0.45487133,0.33920527,0.3916109,0.39310056,0.526047,0.4898792,0.66230917,0.5206003,0.51103765,0.5078886,0.47603354,0.47352588,0.51636064,0.5244614,0.45333308,0.4795817,0.41266614,0.3894456,0.23704444,0.47078645,0.17521098,0.2782584,0.27363595,0.4168221,0.2517978,0.23705092,0.2597851,0.22005953,0.2745297,0.30223522,0.22139837,0.20917535,0.2081084,0.28440356,0.30934194,0.42623058,0.2482414,0.32041815,0.3183417,0.38021338,0.31284583,0.2364242,0.43131873,0.30214682,0.35484293,0.31976843,0.34656152,0.42599434,0.3403995,0.39255902,0.3388283,0.3509717,0.35528842,0.3739804,0.34954822,0.3495391,0.29947338,0.37497258,0.37379274,0.31093687,0.32250926,0.3125858,0.31593874,0.38710347,0.3312347,0.3369665,0.24766853,0.22552682,0.26572955,0.23927343,0.28689867,0.26496577,0.15908496,0.30739197,0.2112044,0.25125065,0.059057463,0.2848905,0.28630245,0.12073839,0.25076082,0.28942454,0.1219291,0.20922354,0.21312584,0.18654048,0.233623,0.29261404,0.23911127,0.22480498,0.30961505,0.28140464,0.32405174,0.3158007,0.38528788,0.17248219
