0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
1.0000001,0.67149633,0.5738679,0.7564215,0.3182655,0.69527173,0.743815,0.66587996,0.6808128,0.74915653,0.24525887,0.21320793,0.249043,0.41663206,0.26667568,0.66493297,0.3343761,0.39748842,0.33418402,0.26339012,0.4399231,0.3013038,0.44580385,0.32938886,0.428026,0.5458342,0.46574235,0.36646685,0.4094001,0.34511778,0.3385067,0.26248977,0.22837758,0.19734833,0.26768374,0.31408957,0.17329524,0.19721037,0.18431544,0.32174972,0.40073028,0.20256023,0.41048265,0.49110433,0.43846014,0.40449643,0.46546495,0.42893156,0.48435175,0.25266236,0.31707793,0.26149526,0.35101905,0.31666106,0.14820127,0.25102904,0.25897312,0.16064522,0.28183538,0.23962747,0.2642548,0.3070285,0.31081325,0.25260654,0.22775592,0.18473716,0.2749788,0.27015823,0.29720297,0.096777365,0.29652852,0.21966057,0.3231526,0.3444287,0.30029458,0.29860777,0.28874534,0.32246158,0.25876203,0.39209375,0.31202412,0.3516548,0.28164214,0.42184636,0.27002722,0.20318131,0.2613742,0.17993702,0.21356261,0.27265668
0.67149633,0.9999999,0.5258662,0.6502793,0.26884404,0.6590654,0.69085795,0.7201671,0.7123991,0.691094,0.24828036,0.18741599,0.19544908,0.46797612,0.2421807,0.5206982,0.27678877,0.4168038,0.38405353,0.30268875,0.4292378,0.26721114,0.35816994,0.36167613,0.450069,0.44754136,0.36720997,0.32682016,0.37548035,0.24018897,0.26848236,0.27148375,0.22128524,0.16739398,0.28372648,0.26312476,0.17853156,0.2622117,0.22587378,0.26933333,0.4262374,0.2101131,0.4313371,0.51212406,0.4389644,0.4508451,0.493642,0.45972803,0.4022676,0.2635686,0.3859472,0.3103655,0.37776875,0.368673,0.17313477,0.3189667,0.29337817,0.33229443,0.1273615,0.22512582,0.27034077,0.27761346,0.3436965,0.3001634,0.2689174,0.29246482,0.29307014,0.31781986,0.27280518,0.16203159,0.18017168,0.21428949,0.30415824,0.2844716,0.19966349,0.23677443,0.19709376,0.25779667,0.19217579,0.18813664,0.23775052,0.38027906,0.30977196,0.25590435,0.29011104,0.2395096,0.27372298,0.24105737,0.24024534,0.33653793
0.5738679,0.5258662,1.0000001,0.5876003,0.29774743,0.56940174,0.53963894,0.55366045,0.58123285,0.56382185,0.27805158,0.21791898,0.2468587,0.29537067,0.35191217,0.48281163,0.39850616,0.43964642,0.19245413,0.19850712,0.5540329,0.28499812,0.36754203,0.41349313,0.36769652,0.41650218,0.33373293,0.371458,0.5040693,0.30379456,0.3493721,0.26367053,0.27524814,0.3659101,0.19356588,0.25676164,0.24294752,0.2507274,0.30952314,0.24611838,0.33996794,0.16744877,0.30899692,0.4786017,0.37461713,0.37152678,0.3950877,0.39706522,0.3236786,0.2000284,0.36224115,0.4137155,0.33835545,0.33465663,0.16005419,0.36207417,0.27212998,0.1572302,0.229923,0.23126565,0.33171874,0.3298199,0.30859992,0.26275992,0.3462077,0.25412896,0.24106051,0.27986088,0.30242223,0.085507,0.3925007,0.12634951,0.15721183,0.28687492,0.14528184,0.20050324,0.13725168,0.26540452,0.1149139,0.21428162,0.22344074,0.35089698,0.2648551,0.30253875,0.24566963,0.22557068,0.25218123,0.19613622,0.27334714,0.3839576
0.7564215,0.6502793,0.5876003,1.0000001,0.30493677,0.6713102,0.72571325,0.67537403,0.6344892,0.69291663,0.4647053,0.3456591,0.33853212,0.33296978,0.35475463,0.53835595,0.48979923,0.4037653,0.25138238,0.3148316,0.5091733,0.43538967,0.42377385,0.32310688,0.34408668,0.53035426,0.3350107,0.33079854,0.5027457,0.33976936,0.3559484,0.29618233,0.28046486,0.18101372,0.2041078,0.38179332,0.35399097,0.25971636,0.27433497,0.27957088,0.4025659,0.20126723,0.35426956,0.526836,0.40888456,0.386991,0.46088853,0.49649066,0.34103832,0.2426081,0.32583028,0.25992563,0.354382,0.36291274,0.18157779,0.28734684,0.36103886,0.19836336,0.15057504,0.23634908,0.35754225,0.3035666,0.3831046,0.36945647,0.31384176,0.298332,0.31755036,0.47823146,0.30154383,0.11640007,0.22586529,0.09932157,0.2316412,0.33080164,0.17957848,0.19882068,0.12079172,0.15698305,0.15773499,0.1770709,0.1598281,0.37321934,0.31468248,0.25802466,0.22039993,0.26236904,0.26527417,0.21340917,0.21827908,0.32299924
0.3182655,0.26884404,0.29774743,0.30493677,0.99999994,0.3508823,0.366753,0.40998194,0.2460104,0.28276485,0.467075,0.37358254,0.41185385,0.27223876,0.50725174,0.36360037,0.6144349,0.26049134,0.28099126,0.2640268,0.4192636,0.4977491,0.5198019,0.37421194,0.4422528,0.5015178,0.41002452,0.3410737,0.44481844,0.54484034,0.53591835,0.5428568,0.38983497,0.3539479,0.4779582,0.5221288,0.35710695,0.38942155,0.5981713,0.5805562,0.40002662,0.4221917,0.39544302,0.423757,0.3935591,0.28579536,0.3545264,0.36190894,0.39609194,0.4650761,0.35400796,0.24002193,0.41409168,0.2766595,0.2951582,0.23945442,0.3159209,0.27162904,0.2829666,0.43527105,0.4075824,0.37219566,0.43534422,0.29365304,0.3331745,0.24760567,0.4553761,0.37639377,0.3845816,0.47649065,0.30827817,0.25598544,0.4311157,0.36600107,0.32228652,0.2714832,0.30326763,0.32868376,0.28183246,0.30052313,0.3410854,0.42120013,0.42863545,0.34312627,0.33888066,0.36024866,0.49148116,0.31151533,0.40534452,0.486954
0.69527173,0.6590654,0.56940174,0.6713102,0.3508823,1.0000001,0.77709085,0.7036692,0.71854174,0.751133,0.2836751,0.38616794,0.32779944,0.5016231,0.39948356,0.5765388,0.41136304,0.5699419,0.4549542,0.3114295,0.50738454,0.36756286,0.46123433,0.38890815,0.6028025,0.572136,0.43516687,0.39774713,0.5320512,0.43410102,0.40616804,0.38099888,0.26562893,0.24894643,0.32280147,0.3729772,0.33061016,0.37002736,0.32681793,0.29253843,0.6121786,0.35694993,0.54648226,0.68179643,0.610066,0.61542237,0.65436417,0.6106766,0.5720664,0.40297958,0.46793,0.34231642,0.45335793,0.39817718,0.32120252,0.37758175,0.42424145,0.2992388,0.28712362,0.33251172,0.46016335,0.4382121,0.45479262,0.38241118,0.44786426,0.44344583,0.47631773,0.33856568,0.46469864,0.23688386,0.32935807,0.26472205,0.37635002,0.4016717,0.3420477,0.3923326,0.322108,0.3672965,0.30659425,0.32632372,0.36546195,0.50622934,0.42124355,0.4186785,0.4045755,0.3601719,0.42279148,0.34656268,0.3644887,0.40161997
0.743815,0.69085795,0.53963894,0.72571325,0.366753,0.77709085,1.0000001,0.74829745,0.72875565,0.7614641,0.29902935,0.40073088,0.28745744,0.453252,0.4038803,0.58240473,0.41762745,0.47176957,0.35451669,0.26632395,0.48243418,0.39105985,0.49760553,0.39021832,0.5181272,0.53054136,0.32878006,0.34979203,0.43473625,0.45770335,0.40105176,0.39328676,0.2420937,0.2434537,0.37401605,0.3904593,0.29965365,0.38216162,0.29021767,0.37468672,0.57428676,0.34769088,0.53658265,0.6179972,0.5660439,0.54836774,0.6081495,0.57910377,0.5069361,0.39119598,0.40799478,0.37265855,0.4629535,0.49026328,0.28009668,0.3827517,0.32698983,0.2964516,0.24753737,0.29672784,0.42858574,0.42707682,0.41818357,0.3723644,0.40762705,0.31938326,0.45703888,0.341444,0.4362866,0.22249357,0.27539814,0.23230115,0.36377615,0.3780186,0.37311906,0.35538724,0.2980567,0.34269857,0.284975,0.30397546,0.3114838,0.44641164,0.40887582,0.3493651,0.3256753,0.3348751,0.37128276,0.32168934,0.32922193,0.34070587
0.66587996,0.7201671,0.55366045,0.67537403,0.40998194,0.7036692,0.74829745,1.0000002,0.76254725,0.749027,0.3935665,0.3515087,0.33977175,0.4948566,0.38978642,0.60650253,0.44030017,0.44427866,0.36760333,0.33543357,0.46196744,0.30988163,0.42470115,0.52776986,0.46583232,0.48762622,0.3737417,0.33418965,0.43979433,0.38503388,0.42965212,0.39920348,0.24526845,0.2102292,0.35080692,0.37040004,0.2828499,0.36703587,0.2650736,0.34212247,0.51937866,0.3061382,0.48581848,0.54881984,0.5137525,0.5304233,0.55413634,0.5016124,0.45269486,0.35116926,0.391647,0.34250468,0.44382173,0.4776232,0.2206368,0.37418848,0.36961463,0.3027503,0.21258834,0.27148932,0.38759008,0.36407658,0.4213632,0.3342067,0.3620789,0.3402304,0.40786725,0.33355665,0.42182958,0.22168659,0.24102385,0.16554476,0.29326648,0.33923864,0.25368506,0.24928133,0.24973989,0.24831802,0.20271993,0.25378248,0.33957088,0.4493934,0.45249432,0.33059698,0.3844508,0.33515146,0.40893105,0.34739593,0.34882942,0.4080497
0.6808128,0.7123991,0.58123285,0.6344892,0.2460104,0.71854174,0.72875565,0.76254725,1.0000001,0.74917847,0.3121238,0.34827656,0.30177152,0.504735,0.33712187,0.55875397,0.3656799,0.5049411,0.43076432,0.33508235,0.42140096,0.28807408,0.3362627,0.3741348,0.61467946,0.4284154,0.41881126,0.3486839,0.45768484,0.38991046,0.3831496,0.36031714,0.24229044,0.25288966,0.40324745,0.29776898,0.26304692,0.41347545,0.23764242,0.26511908,0.5371767,0.35246018,0.5771758,0.560375,0.5354248,0.5566429,0.55372834,0.5835252,0.49920797,0.41234607,0.37360388,0.35689247,0.37832206,0.46409783,0.2283639,0.35809314,0.35658228,0.24447347,0.20546204,0.26393455,0.34246016,0.3407347,0.348084,0.33588824,0.36830935,0.3347326,0.33115458,0.27620295,0.35371867,0.13693342,0.21135907,0.14907867,0.2609601,0.3215334,0.2248827,0.2626372,0.22963014,0.23808756,0.1630439,0.21793671,0.32799646,0.4335177,0.38995615,0.37266508,0.388819,0.2985923,0.38610485,0.3041553,0.39487207,0.36783597
0.74915653,0.691094,0.56382185,0.69291663,0.28276485,0.751133,0.7614641,0.749027,0.74917847,1.0000001,0.22299804,0.28562906,0.26522893,0.4423421,0.26504552,0.57043314,0.32034096,0.39224625,0.31516707,0.24363998,0.4938705,0.31022355,0.42875186,0.3699168,0.46396476,0.49985975,0.37281218,0.36481422,0.41351154,0.33575046,0.32290402,0.26895154,0.17673942,0.21213822,0.26750013,0.26670974,0.25088435,0.24569166,0.18483514,0.27061403,0.4401644,0.19305392,0.42711794,0.56080365,0.45944506,0.47841716,0.5345019,0.47975054,0.4261268,0.22519852,0.34769002,0.2571132,0.37706548,0.38093132,0.22077538,0.29405352,0.30751157,0.22342294,0.19544792,0.21061179,0.3163721,0.33604795,0.333924,0.3088578,0.40110093,0.27467334,0.30641025,0.20141484,0.33805236,0.10950847,0.2471581,0.17745878,0.23199911,0.29173234,0.25463477,0.25200388,0.21199815,0.23454058,0.1978756,0.25472495,0.2361599,0.38672233,0.3404272,0.26336014,0.27569628,0.29193774,0.28104538,0.3045842,0.27615008,0.2715783
